deviceId,x,y,z,recordTime
1,0,0,0,2024-08-16T08:14:21.141Z
1,0,0,0,2024-08-16T08:14:21.151Z
1,0,0,0,2024-08-16T08:14:21.160Z
1,0,0,0,2024-08-16T08:14:21.171Z
1,0,0,0,2024-08-16T08:14:21.181Z
1,0,0,0,2024-08-16T08:14:21.181Z
1,0,0,0,2024-08-16T08:14:21.201Z
1,0,0,0,2024-08-16T08:14:21.201Z
1,0,0,0,2024-08-16T08:14:21.222Z
1,0,0,0,2024-08-16T08:14:21.231Z
1,0,0,0,2024-08-16T08:14:21.245Z
1,0,0,0,2024-08-16T08:14:21.255Z
1,0,0,0,2024-08-16T08:14:21.264Z
1,0,0,0,2024-08-16T08:14:21.274Z
1,0,0,0,2024-08-16T08:14:21.284Z
1,0,0,0,2024-08-16T08:14:21.284Z
1,0,0,0,2024-08-16T08:14:21.331Z
1,0,0,0,2024-08-16T08:14:21.331Z
1,0,0,0,2024-08-16T08:14:21.350Z
1,0,0,0,2024-08-16T08:14:21.360Z
1,0,0,0,2024-08-16T08:14:21.387Z
1,0,0,0,2024-08-16T08:14:21.387Z
1,0,0,0,2024-08-16T08:14:21.393Z
1,0,0,0,2024-08-16T08:14:21.403Z
1,0,0,0,2024-08-16T08:14:21.423Z
1,0,0,0,2024-08-16T08:14:21.423Z
1,0,0,0,2024-08-16T08:14:21.433Z
1,0,0,0,2024-08-16T08:14:21.443Z
1,0,0,0,2024-08-16T08:14:21.453Z
1,0,0,0,2024-08-16T08:14:21.464Z
1,0,0,0,2024-08-16T08:14:21.464Z
1,0,0,0,2024-08-16T08:14:21.483Z
1,0,0,0,2024-08-16T08:14:21.493Z
1,0,0,0,2024-08-16T08:14:21.503Z
1,0,0,0,2024-08-16T08:14:21.513Z
1,0,0,0,2024-08-16T08:14:21.531Z
1,0,0,0,2024-08-16T08:14:21.531Z
1,0,0,0,2024-08-16T08:14:21.556Z
1,0,0,0,2024-08-16T08:14:21.556Z
1,0,0,0,2024-08-16T08:14:21.566Z
1,0,0,0,2024-08-16T08:14:21.566Z
1,0,0,0,2024-08-16T08:14:21.586Z
1,0,0,0,2024-08-16T08:14:21.596Z
1,0,0,0,2024-08-16T08:14:21.596Z
1,0,0,0,2024-08-16T08:14:21.616Z
1,0,0,0,2024-08-16T08:14:21.626Z
1,0,0,0,2024-08-16T08:14:21.626Z
1,0,0,0,2024-08-16T08:14:21.646Z
1,0,0,0,2024-08-16T08:14:21.656Z
1,0,0,0,2024-08-16T08:14:21.666Z
1,0,0,0,2024-08-16T08:14:21.680Z
1,0,0,0,2024-08-16T08:14:21.718Z
1,0,0,0,2024-08-16T08:14:21.727Z
1,0,0,0,2024-08-16T08:14:21.737Z
1,0,0,0,2024-08-16T08:14:21.747Z
1,0,0,0,2024-08-16T08:14:21.757Z
1,0,0,0,2024-08-16T08:14:21.777Z
1,0,0,0,2024-08-16T08:14:21.777Z
1,0,0,0,2024-08-16T08:14:21.787Z
1,0,0,0,2024-08-16T08:14:21.807Z
1,0,0,0,2024-08-16T08:14:21.807Z
1,0,0,0,2024-08-16T08:14:21.821Z
1,0,0,0,2024-08-16T08:14:21.830Z
1,0,0,0,2024-08-16T08:14:21.850Z
1,0,0,0,2024-08-16T08:14:21.850Z
1,0,0,0,2024-08-16T08:14:21.870Z
1,0,0,0,2024-08-16T08:14:21.870Z
1,0,0,0,2024-08-16T08:14:21.880Z
1,0,0,0,2024-08-16T08:14:21.900Z
1,0,0,0,2024-08-16T08:14:21.910Z
1,0,0,0,2024-08-16T08:14:21.910Z
1,0,0,0,2024-08-16T08:14:21.930Z
1,0,0,0,2024-08-16T08:14:21.940Z
1,0,0,0,2024-08-16T08:14:21.950Z
1,0,0,0,2024-08-16T08:14:21.950Z
1,0,0,0,2024-08-16T08:14:21.973Z
1,0,0,0,2024-08-16T08:14:21.973Z
1,0,0,0,2024-08-16T08:14:21.992Z
1,0,0,0,2024-08-16T08:14:22.003Z
1,0,0,0,2024-08-16T08:14:22.003Z
1,0,0,0,2024-08-16T08:14:22.023Z
1,0,0,0,2024-08-16T08:14:22.036Z
1,0,0,0,2024-08-16T08:14:22.036Z
1,0,0,0,2024-08-16T08:14:22.053Z
1,0,0,0,2024-08-16T08:14:22.063Z
1,0,0,0,2024-08-16T08:14:22.073Z
1,0,0,0,2024-08-16T08:14:21.890Z
1,0,0,0,2024-08-16T08:14:22.083Z
1,0,0,0,2024-08-16T08:14:22.125Z
1,0,0,0,2024-08-16T08:14:22.125Z
1,0,0,0,2024-08-16T08:14:22.154Z
1,0,0,0,2024-08-16T08:14:22.154Z
1,0,0,0,2024-08-16T08:14:22.164Z
1,0,0,0,2024-08-16T08:14:22.164Z
1,0,0,0,2024-08-16T08:14:22.184Z
1,0,0,0,2024-08-16T08:14:22.194Z
1,0,0,0,2024-08-16T08:14:22.204Z
1,0,0,0,2024-08-16T08:14:22.214Z
1,0,0,0,2024-08-16T08:14:22.225Z
1,0,0,0,2024-08-16T08:14:22.225Z
1,0,0,0,2024-08-16T08:14:22.252Z
1,0,0,0,2024-08-16T08:14:22.257Z
1,0,0,0,2024-08-16T08:14:22.257Z
1,0,0,0,2024-08-16T08:14:22.277Z
1,0,0,0,2024-08-16T08:14:22.287Z
1,0,0,0,2024-08-16T08:14:22.287Z
1,0,0,0,2024-08-16T08:14:22.307Z
1,0,0,0,2024-08-16T08:14:22.317Z
1,0,0,0,2024-08-16T08:14:22.317Z
1,0,0,0,2024-08-16T08:14:22.337Z
1,0,0,0,2024-08-16T08:14:22.347Z
1,0,0,0,2024-08-16T08:14:22.357Z
1,0,0,0,2024-08-16T08:14:22.357Z
1,0,0,0,2024-08-16T08:14:22.377Z
1,0,0,0,2024-08-16T08:14:22.387Z
1,0,0,0,2024-08-16T08:14:22.400Z
1,0,0,0,2024-08-16T08:14:22.410Z
1,0,0,0,2024-08-16T08:14:22.420Z
1,0,0,0,2024-08-16T08:14:22.420Z
1,0,0,0,2024-08-16T08:14:22.440Z
1,0,0,0,2024-08-16T08:14:22.440Z
1,0,0,0,2024-08-16T08:14:22.460Z
1,0,0,0,2024-08-16T08:14:22.460Z
1,0,0,0,2024-08-16T08:14:22.480Z
1,0,0,0,2024-08-16T08:14:22.518Z
1,0,0,0,2024-08-16T08:14:22.527Z
1,0,0,0,2024-08-16T08:14:22.541Z
1,0,0,0,2024-08-16T08:14:22.550Z
1,0,0,0,2024-08-16T08:14:22.550Z
1,0,0,0,2024-08-16T08:14:22.570Z
1,0,0,0,2024-08-16T08:14:22.570Z
1,0,0,0,2024-08-16T08:14:22.590Z
1,0,0,0,2024-08-16T08:14:22.590Z
1,0,0,0,2024-08-16T08:14:22.610Z
1,0,0,0,2024-08-16T08:14:22.620Z
1,0,0,0,2024-08-16T08:14:22.630Z
1,0,0,0,2024-08-16T08:14:22.651Z
1,0,0,0,2024-08-16T08:14:22.651Z
1,0,0,0,2024-08-16T08:14:22.660Z
1,0,0,0,2024-08-16T08:14:22.670Z
1,0,0,0,2024-08-16T08:14:22.684Z
1,0,0,0,2024-08-16T08:14:22.693Z
1,0,0,0,2024-08-16T08:14:22.693Z
1,0,0,0,2024-08-16T08:14:22.713Z
1,0,0,0,2024-08-16T08:14:22.723Z
1,0,0,0,2024-08-16T08:14:22.733Z
1,0,0,0,2024-08-16T08:14:22.743Z
1,0,0,0,2024-08-16T08:14:22.753Z
1,0,0,0,2024-08-16T08:14:22.762Z
1,0,0,0,2024-08-16T08:14:22.773Z
1,0,0,0,2024-08-16T08:14:22.783Z
1,0,0,0,2024-08-16T08:14:22.783Z
1,0,0,0,2024-08-16T08:14:22.803Z
1,0,0,0,2024-08-16T08:14:22.813Z
1,0,0,0,2024-08-16T08:14:22.813Z
1,0,0,0,2024-08-16T08:14:22.836Z
1,0,0,0,2024-08-16T08:14:22.846Z
1,0,0,0,2024-08-16T08:14:22.856Z
1,0,0,0,2024-08-16T08:14:22.866Z
1,0,0,0,2024-08-16T08:14:22.876Z
1,0,0,0,2024-08-16T08:14:22.876Z
1,0,0,0,2024-08-16T08:14:22.923Z
1,0,0,0,2024-08-16T08:14:22.933Z
1,0,0,0,2024-08-16T08:14:22.933Z
1,0,0,0,2024-08-16T08:14:22.953Z
1,0,0,0,2024-08-16T08:14:22.963Z
1,0,0,0,2024-08-16T08:14:22.976Z
1,0,0,0,2024-08-16T08:14:22.986Z
1,0,0,0,2024-08-16T08:14:22.996Z
1,0,0,0,2024-08-16T08:14:23.006Z
1,0,0,0,2024-08-16T08:14:23.016Z
1,0,0,0,2024-08-16T08:14:23.026Z
1,0,0,0,2024-08-16T08:14:23.036Z
1,0,0,0,2024-08-16T08:14:23.046Z
1,0,0,0,2024-08-16T08:14:23.056Z
1,0,0,0,2024-08-16T08:14:23.066Z
1,0,0,0,2024-08-16T08:14:23.076Z
1,0,0,0,2024-08-16T08:14:23.086Z
1,0,0,0,2024-08-16T08:14:23.096Z
1,0,0,0,2024-08-16T08:14:23.096Z
1,0,0,0,2024-08-16T08:14:23.122Z
1,0,0,0,2024-08-16T08:14:23.131Z
1,0,0,0,2024-08-16T08:14:23.141Z
1,0,0,0,2024-08-16T08:14:23.151Z
1,0,0,0,2024-08-16T08:14:23.161Z
1,0,0,0,2024-08-16T08:14:23.171Z
1,0,0,0,2024-08-16T08:14:23.181Z
1,0,0,0,2024-08-16T08:14:23.191Z
1,0,0,0,2024-08-16T08:14:23.191Z
1,0,0,0,2024-08-16T08:14:23.211Z
1,0,0,0,2024-08-16T08:14:23.221Z
1,0,0,0,2024-08-16T08:14:23.221Z
1,0,0,0,2024-08-16T08:14:23.241Z
1,0,0,0,2024-08-16T08:14:23.251Z
1,0,0,0,2024-08-16T08:14:23.251Z
1,0,0,0,2024-08-16T08:14:23.274Z
1,0,0,0,2024-08-16T08:14:23.312Z
1,0,0,0,2024-08-16T08:14:23.321Z
1,0,0,0,2024-08-16T08:14:23.331Z
1,0,0,0,2024-08-16T08:14:23.341Z
1,0,0,0,2024-08-16T08:14:23.351Z
1,0,0,0,2024-08-16T08:14:23.361Z
1,0,0,0,2024-08-16T08:14:23.371Z
1,0,0,0,2024-08-16T08:14:23.371Z
1,0,0,0,2024-08-16T08:14:23.391Z
1,0,0,0,2024-08-16T08:14:23.405Z
1,0,0,0,2024-08-16T08:14:23.405Z
1,0,0,0,2024-08-16T08:14:23.424Z
1,0,0,0,2024-08-16T08:14:23.424Z
1,0,0,0,2024-08-16T08:14:23.444Z
1,0,0,0,2024-08-16T08:14:23.454Z
1,0,0,0,2024-08-16T08:14:23.464Z
1,0,0,0,2024-08-16T08:14:23.474Z
1,0,0,0,2024-08-16T08:14:23.484Z
1,0,0,0,2024-08-16T08:14:23.494Z
1,0,0,0,2024-08-16T08:14:23.504Z
1,0,0,0,2024-08-16T08:14:23.514Z
1,0,0,0,2024-08-16T08:14:23.524Z
1,0,0,0,2024-08-16T08:14:23.534Z
1,0,0,0,2024-08-16T08:14:23.548Z
1,0,0,0,2024-08-16T08:14:23.557Z
1,0,0,0,2024-08-16T08:14:23.567Z
1,0,0,0,2024-08-16T08:14:23.577Z
1,0,0,0,2024-08-16T08:14:23.577Z
1,0,0,0,2024-08-16T08:14:23.597Z
1,0,0,0,2024-08-16T08:14:23.607Z
1,0,0,0,2024-08-16T08:14:23.617Z
1,0,0,0,2024-08-16T08:14:23.627Z
1,0,0,0,2024-08-16T08:14:23.638Z
1,0,0,0,2024-08-16T08:14:23.638Z
1,0,0,0,2024-08-16T08:14:23.657Z
1,0,0,0,2024-08-16T08:14:23.667Z
1,0,0,0,2024-08-16T08:14:23.667Z
1,0,0,0,2024-08-16T08:14:23.719Z
1,0,0,0,2024-08-16T08:14:23.728Z
1,0,0,0,2024-08-16T08:14:23.728Z
1,0,0,0,2024-08-16T08:14:23.748Z
1,0,0,0,2024-08-16T08:14:23.758Z
1,0,0,0,2024-08-16T08:14:23.768Z
1,0,0,0,2024-08-16T08:14:23.768Z
1,0,0,0,2024-08-16T08:14:23.788Z
1,0,0,0,2024-08-16T08:14:23.798Z
1,0,0,0,2024-08-16T08:14:23.798Z
1,0,0,0,2024-08-16T08:14:23.819Z
1,0,0,0,2024-08-16T08:14:23.835Z
1,0,0,0,2024-08-16T08:14:23.842Z
1,0,0,0,2024-08-16T08:14:23.851Z
1,0,0,0,2024-08-16T08:14:23.861Z
1,0,0,0,2024-08-16T08:14:23.861Z
1,0,0,0,2024-08-16T08:14:23.891Z
1,0,0,0,2024-08-16T08:14:23.901Z
1,0,0,0,2024-08-16T08:14:23.901Z
1,0,0,0,2024-08-16T08:14:23.921Z
1,0,0,0,2024-08-16T08:14:23.931Z
1,0,0,0,2024-08-16T08:14:23.931Z
1,0,0,0,2024-08-16T08:14:23.941Z
1,0,0,0,2024-08-16T08:14:23.961Z
1,0,0,0,2024-08-16T08:14:23.961Z
1,0,0,0,2024-08-16T08:14:23.984Z
1,0,0,0,2024-08-16T08:14:23.994Z
1,0,0,0,2024-08-16T08:14:23.994Z
1,0,0,0,2024-08-16T08:14:24.014Z
1,0,0,0,2024-08-16T08:14:24.024Z
1,0,0,0,2024-08-16T08:14:24.024Z
1,0,0,0,2024-08-16T08:14:24.043Z
1,0,0,0,2024-08-16T08:14:24.054Z
1,0,0,0,2024-08-16T08:14:24.054Z
1,0,0,0,2024-08-16T08:14:24.074Z
1,0,0,0,2024-08-16T08:14:24.074Z
1,0,0,0,2024-08-16T08:14:24.125Z
1,0,0,0,2024-08-16T08:14:24.134Z
1,0,0,0,2024-08-16T08:14:24.143Z
1,0,0,0,2024-08-16T08:14:24.153Z
1,0,0,0,2024-08-16T08:14:24.163Z
1,0,0,0,2024-08-16T08:14:24.173Z
1,0,0,0,2024-08-16T08:14:24.183Z
1,0,0,0,2024-08-16T08:14:24.193Z
1,0,0,0,2024-08-16T08:14:24.193Z
1,0,0,0,2024-08-16T08:14:24.213Z
1,0,0,0,2024-08-16T08:14:24.224Z
1,0,0,0,2024-08-16T08:14:24.224Z
1,0,0,0,2024-08-16T08:14:24.243Z
1,0,0,0,2024-08-16T08:14:24.253Z
1,0,0,0,2024-08-16T08:14:24.253Z
1,0,0,0,2024-08-16T08:14:24.276Z
1,0,0,0,2024-08-16T08:14:24.286Z
1,0,0,0,2024-08-16T08:14:24.286Z
1,0,0,0,2024-08-16T08:14:24.306Z
1,0,0,0,2024-08-16T08:14:24.317Z
1,0,0,0,2024-08-16T08:14:24.317Z
1,0,0,0,2024-08-16T08:14:24.336Z
1,0,0,0,2024-08-16T08:14:24.336Z
1,0,0,0,2024-08-16T08:14:24.356Z
1,0,0,0,2024-08-16T08:14:24.366Z
1,0,0,0,2024-08-16T08:14:24.366Z
1,0,0,0,2024-08-16T08:14:24.386Z
1,0,0,0,2024-08-16T08:14:24.396Z
1,0,0,0,2024-08-16T08:14:24.412Z
1,0,0,0,2024-08-16T08:14:24.412Z
1,0,0,0,2024-08-16T08:14:24.429Z
1,0,0,0,2024-08-16T08:14:24.439Z
1,0,0,0,2024-08-16T08:14:24.449Z
1,0,0,0,2024-08-16T08:14:24.461Z
1,0,0,0,2024-08-16T08:14:24.469Z
1,0,0,0,2024-08-16T08:14:24.509Z
1,0,0,0,2024-08-16T08:14:24.516Z
1,0,0,0,2024-08-16T08:14:24.526Z
1,0,0,0,2024-08-16T08:14:24.536Z
1,0,0,0,2024-08-16T08:14:24.546Z
1,0,0,0,2024-08-16T08:14:24.560Z
1,0,0,0,2024-08-16T08:14:24.570Z
1,0,0,0,2024-08-16T08:14:24.570Z
1,0,0,0,2024-08-16T08:14:24.590Z
1,0,0,0,2024-08-16T08:14:24.600Z
1,0,0,0,2024-08-16T08:14:24.600Z
1,0,0,0,2024-08-16T08:14:24.620Z
1,0,0,0,2024-08-16T08:14:24.630Z
1,0,0,0,2024-08-16T08:14:24.640Z
1,0,0,0,2024-08-16T08:14:24.651Z
1,0,0,0,2024-08-16T08:14:24.660Z
1,0,0,0,2024-08-16T08:14:24.670Z
1,0,0,0,2024-08-16T08:14:24.680Z
1,0,0,0,2024-08-16T08:14:24.690Z
1,0,0,0,2024-08-16T08:14:24.704Z
1,0,0,0,2024-08-16T08:14:24.713Z
1,0,0,0,2024-08-16T08:14:24.723Z
1,0,0,0,2024-08-16T08:14:24.723Z
1,0,0,0,2024-08-16T08:14:24.743Z
1,0,0,0,2024-08-16T08:14:24.753Z
1,0,0,0,2024-08-16T08:14:24.763Z
1,0,0,0,2024-08-16T08:14:24.773Z
1,0,0,0,2024-08-16T08:14:24.783Z
1,0,0,0,2024-08-16T08:14:24.793Z
1,0,0,0,2024-08-16T08:14:24.793Z
1,0,0,0,2024-08-16T08:14:24.813Z
1,0,0,0,2024-08-16T08:14:24.823Z
1,0,0,0,2024-08-16T08:14:24.823Z
1,0,0,0,2024-08-16T08:14:24.847Z
1,0,0,0,2024-08-16T08:14:24.856Z
1,0,0,0,2024-08-16T08:14:24.856Z
1,0,0,0,2024-08-16T08:14:24.876Z
1,0,0,0,2024-08-16T08:14:24.914Z
1,0,0,0,2024-08-16T08:14:24.914Z
1,0,0,0,2024-08-16T08:14:24.933Z
1,0,0,0,2024-08-16T08:14:24.943Z
1,0,0,0,2024-08-16T08:14:24.943Z
1,0,0,0,2024-08-16T08:14:24.963Z
1,0,0,0,2024-08-16T08:14:24.973Z
1,0,0,0,2024-08-16T08:14:24.989Z
1,0,0,0,2024-08-16T08:14:24.996Z
1,0,0,0,2024-08-16T08:14:25.006Z
1,0,0,0,2024-08-16T08:14:25.006Z
1,0,0,0,2024-08-16T08:14:25.026Z
1,0,0,0,2024-08-16T08:14:25.036Z
1,0,0,0,2024-08-16T08:14:25.046Z
1,0,0,0,2024-08-16T08:14:25.056Z
1,0,0,0,2024-08-16T08:14:25.066Z
1,0,0,0,2024-08-16T08:14:25.076Z
1,0,0,0,2024-08-16T08:14:25.087Z
1,0,0,0,2024-08-16T08:14:25.096Z
1,0,0,0,2024-08-16T08:14:25.106Z
1,0,0,0,2024-08-16T08:14:25.116Z
1,0,0,0,2024-08-16T08:14:25.133Z
1,0,0,0,2024-08-16T08:14:25.139Z
1,0,0,0,2024-08-16T08:14:25.149Z
1,0,0,0,2024-08-16T08:14:25.159Z
1,0,0,0,2024-08-16T08:14:25.169Z
1,0,0,0,2024-08-16T08:14:25.179Z
1,0,0,0,2024-08-16T08:14:25.199Z
1,0,0,0,2024-08-16T08:14:25.209Z
1,0,0,0,2024-08-16T08:14:25.219Z
1,0,0,0,2024-08-16T08:14:25.229Z
1,0,0,0,2024-08-16T08:14:25.240Z
1,0,0,0,2024-08-16T08:14:25.249Z
1,0,0,0,2024-08-16T08:14:25.259Z
1,0,0,0,2024-08-16T08:14:25.277Z
1,0,0,0,2024-08-16T08:14:25.310Z
1,0,0,0,2024-08-16T08:14:25.319Z
1,0,0,0,2024-08-16T08:14:25.329Z
1,0,0,0,2024-08-16T08:14:25.339Z
1,0,0,0,2024-08-16T08:14:25.349Z
1,0,0,0,2024-08-16T08:14:25.359Z
1,0,0,0,2024-08-16T08:14:25.369Z
1,0,0,0,2024-08-16T08:14:25.379Z
1,0,0,0,2024-08-16T08:14:25.389Z
1,0,0,0,2024-08-16T08:14:25.399Z
1,0,0,0,2024-08-16T08:14:25.409Z
1,0,0,0,2024-08-16T08:14:25.423Z
1,0,0,0,2024-08-16T08:14:25.433Z
1,0,0,0,2024-08-16T08:14:25.442Z
1,0,0,0,2024-08-16T08:14:25.452Z
1,0,0,0,2024-08-16T08:14:25.463Z
1,0,0,0,2024-08-16T08:14:25.472Z
1,0,0,0,2024-08-16T08:14:25.482Z
1,0,0,0,2024-08-16T08:14:25.492Z
1,0,0,0,2024-08-16T08:14:25.502Z
1,0,0,0,2024-08-16T08:14:25.512Z
1,0,0,0,2024-08-16T08:14:25.522Z
1,0,0,0,2024-08-16T08:14:25.532Z
1,0,0,0,2024-08-16T08:14:25.542Z
1,0,0,0,2024-08-16T08:14:25.552Z
1,0,0,0,2024-08-16T08:14:25.567Z
1,0,0,0,2024-08-16T08:14:25.575Z
1,0,0,0,2024-08-16T08:14:25.585Z
1,0,0,0,2024-08-16T08:14:25.595Z
1,0,0,0,2024-08-16T08:14:25.605Z
1,0,0,0,2024-08-16T08:14:25.615Z
1,0,0,0,2024-08-16T08:14:25.625Z
1,0,0,0,2024-08-16T08:14:25.635Z
1,0,0,0,2024-08-16T08:14:25.645Z
1,0,0,0,2024-08-16T08:14:25.655Z
1,0,0,0,2024-08-16T08:14:25.665Z
1,0,0,0,2024-08-16T08:14:25.708Z
1,0,0,0,2024-08-16T08:14:25.716Z
1,0,0,0,2024-08-16T08:14:25.726Z
1,0,0,0,2024-08-16T08:14:25.736Z
1,0,0,0,2024-08-16T08:14:25.746Z
1,0,0,0,2024-08-16T08:14:25.756Z
1,0,0,0,2024-08-16T08:14:25.766Z
1,0,0,0,2024-08-16T08:14:25.776Z
1,0,0,0,2024-08-16T08:14:25.786Z
1,0,0,0,2024-08-16T08:14:25.797Z
1,0,0,0,2024-08-16T08:14:25.806Z
1,0,0,0,2024-08-16T08:14:25.816Z
1,0,0,0,2024-08-16T08:14:25.826Z
1,0,0,0,2024-08-16T08:14:25.836Z
1,0,0,0,2024-08-16T08:14:25.852Z
1,0,0,0,2024-08-16T08:14:25.859Z
1,0,0,0,2024-08-16T08:14:25.869Z
1,0,0,0,2024-08-16T08:14:25.879Z
1,0,0,0,2024-08-16T08:14:25.889Z
1,0,0,0,2024-08-16T08:14:25.899Z
1,0,0,0,2024-08-16T08:14:25.909Z
1,0,0,0,2024-08-16T08:14:25.919Z
1,0,0,0,2024-08-16T08:14:25.929Z
1,0,0,0,2024-08-16T08:14:25.939Z
1,0,0,0,2024-08-16T08:14:25.949Z
1,0,0,0,2024-08-16T08:14:25.959Z
1,0,0,0,2024-08-16T08:14:25.969Z
1,0,0,0,2024-08-16T08:14:25.979Z
1,0,0,0,2024-08-16T08:14:25.997Z
1,0,0,0,2024-08-16T08:14:26.004Z
1,0,0,0,2024-08-16T08:14:26.013Z
1,0,0,0,2024-08-16T08:14:26.023Z
1,0,0,0,2024-08-16T08:14:26.033Z
1,0,0,0,2024-08-16T08:14:26.043Z
1,0,0,0,2024-08-16T08:14:26.054Z
1,0,0,0,2024-08-16T08:14:26.063Z
1,0,0,0,2024-08-16T08:14:26.063Z
1,0,0,0,2024-08-16T08:14:26.111Z
1,0,0,0,2024-08-16T08:14:26.120Z
1,0,0,0,2024-08-16T08:14:26.130Z
1,0,0,0,2024-08-16T08:14:26.144Z
1,0,0,0,2024-08-16T08:14:26.144Z
1,0,0,0,2024-08-16T08:14:26.164Z
1,0,0,0,2024-08-16T08:14:26.174Z
1,0,0,0,2024-08-16T08:14:26.174Z
1,0,0,0,2024-08-16T08:14:26.194Z
1,0,0,0,2024-08-16T08:14:26.204Z
1,0,0,0,2024-08-16T08:14:26.204Z
1,0,0,0,2024-08-16T08:14:26.224Z
1,0,0,0,2024-08-16T08:14:26.234Z
1,0,0,0,2024-08-16T08:14:26.245Z
1,0,0,0,2024-08-16T08:14:26.245Z
1,0,0,0,2024-08-16T08:14:26.264Z
1,0,0,0,2024-08-16T08:14:26.274Z
1,0,0,0,2024-08-16T08:14:26.274Z
1,0,0,0,2024-08-16T08:14:26.298Z
1,0,0,0,2024-08-16T08:14:26.308Z
1,0,0,0,2024-08-16T08:14:26.318Z
1,0,0,0,2024-08-16T08:14:26.328Z
1,0,0,0,2024-08-16T08:14:26.338Z
1,0,0,0,2024-08-16T08:14:26.348Z
1,0,0,0,2024-08-16T08:14:26.358Z
1,0,0,0,2024-08-16T08:14:26.368Z
1,0,0,0,2024-08-16T08:14:26.368Z
1,0,0,0,2024-08-16T08:14:26.398Z
1,0,0,0,2024-08-16T08:14:26.408Z
1,0,0,0,2024-08-16T08:14:26.418Z
1,0,0,0,2024-08-16T08:14:26.418Z
1,0,0,0,2024-08-16T08:14:26.442Z
1,0,0,0,2024-08-16T08:14:26.442Z
1,0,0,0,2024-08-16T08:14:26.462Z
1,0,0,0,2024-08-16T08:14:26.472Z
1,0,0,0,2024-08-16T08:14:26.510Z
1,0,0,0,2024-08-16T08:14:26.510Z
1,0,0,0,2024-08-16T08:14:26.529Z
1,0,0,0,2024-08-16T08:14:26.539Z
1,0,0,0,2024-08-16T08:14:26.539Z
1,0,0,0,2024-08-16T08:14:26.560Z
1,0,0,0,2024-08-16T08:14:26.573Z
1,0,0,0,2024-08-16T08:14:26.582Z
